func,classification
paste0,setup
as.character,data cleaning
load,setup
paste0,setup
as.character,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
unique,data cleaning
unique,data cleaning
mutate,data cleaning
group_by,data cleaning
summarize,data cleaning
sum,data cleaning
ungroup,data cleaning
mutate_all,data cleaning
mutate_all,data cleaning
mutate,data cleaning
left_join,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
filter,data cleaning
%in%,data cleaning
filter,data cleaning
%in%,data cleaning
group_by,data cleaning
summarize,data cleaning
sum,data cleaning
ungroup,data cleaning
mutate_all,data cleaning
left_join,data cleaning
filter,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
unique,data cleaning
unique,data cleaning
mutate,data cleaning
group_by,data cleaning
summarize,data cleaning
sum,data cleaning
ungroup,data cleaning
mutate_all,data cleaning
mutate_all,data cleaning
mutate,data cleaning
left_join,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
filter,data cleaning
%in%,data cleaning
filter,data cleaning
%in%,data cleaning
group_by,data cleaning
summarize,data cleaning
sum,data cleaning
ungroup,data cleaning
mutate_all,data cleaning
left_join,data cleaning
filter,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
unique,data cleaning
unique,data cleaning
mutate,data cleaning
group_by,data cleaning
summarize,data cleaning
sum,data cleaning
ungroup,data cleaning
mutate_all,data cleaning
mutate_all,data cleaning
mutate,data cleaning
left_join,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
filter,data cleaning
%in%,data cleaning
filter,data cleaning
%in%,data cleaning
group_by,data cleaning
summarize,data cleaning
sum,data cleaning
ungroup,data cleaning
mutate_all,data cleaning
left_join,data cleaning
filter,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
unique,data cleaning
unique,data cleaning
mutate,data cleaning
group_by,data cleaning
summarize,data cleaning
sum,data cleaning
ungroup,data cleaning
mutate_all,data cleaning
mutate_all,data cleaning
mutate,data cleaning
left_join,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
filter,data cleaning
%in%,data cleaning
filter,data cleaning
%in%,data cleaning
group_by,data cleaning
summarize,data cleaning
sum,data cleaning
ungroup,data cleaning
mutate_all,data cleaning
left_join,data cleaning
filter,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
bind_rows,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
is.na,data cleaning
rm,setup
ls,setup
library,setup
library,setup
load,setup
load,setup
load,setup
table,evaluation
unlist,data cleaning
unname,data cleaning
left_join,data cleaning
select,data cleaning
group_by,data cleaning
filter,data cleaning
select,data cleaning
unlist,data cleaning
unique,data cleaning
filter,data cleaning
%in%,data cleaning
filter,data cleaning
%in%,data cleaning
group_by,data cleaning
mutate,data cleaning
ungroup,data cleaning
spread,data cleaning
bind_rows,data cleaning
rm,setup
rm,setup
ls,setup
library,setup
library,setup
load,setup
load,setup
load,setup
load,setup
readRDS,data cleaning
for,data cleaning
seq,setup
mutate,data cleaning
ifelse,data cleaning
str_detect,exploratory
if,data cleaning
rm,setup
mutate,data cleaning
str_detect,exploratory
str_detect,exploratory
str_detect,exploratory
str_detect,exploratory
mutate,data cleaning
as.character,data cleaning
inner_join,data cleaning
filter,data cleaning
is.na,data cleaning
str_to_lower,data cleaning
arrange,data cleaning
select,data cleaning
write_csv,data cleaning
paste0,setup
file,setup
rm,setup
ls,setup
library,setup
library,setup
load,setup
load,setup
load,setup
load,setup
load,setup
load,setup
load,setup
read_csv,data cleaning
mutate,data cleaning
as.character,data cleaning
read_csv,data cleaning
mutate,data cleaning
as.character,data cleaning
read_csv,data cleaning
function,setup
interval,evaluation
return,data cleaning
select,data cleaning
left_join,data cleaning
distinct,data cleaning
select,data cleaning
left_join,data cleaning
distinct,data cleaning
select,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
for,data cleaning
ifelse,data cleaning
names,setup
if,data cleaning
rm,setup
select,data cleaning
left_join,data cleaning
seq,setup
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
left_join,data cleaning
filter,data cleaning
%in%,data cleaning
filter,data cleaning
%in%,data cleaning
group_by,data cleaning
summarize,data cleaning
sum,data cleaning
mutate,data cleaning
floor,data cleaning
floor,data cleaning
group_by,data cleaning
mutate,data cleaning
order,data cleaning
left_join,data cleaning
filter,data cleaning
ungroup,data cleaning
ifelse,data cleaning
rm,setup
mutate_all,data cleaning
as.integer,evaluation
mutate_all,data cleaning
as.integer,evaluation
as.integer,evaluation
left_join,data cleaning
mutate,data cleaning
as.integer,evaluation
as.integer,evaluation
ifelse,data cleaning
round,modeling
round,modeling
select,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
as.integer,evaluation
mean,exploratory
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
select,data cleaning
mutate,data cleaning
mutate,data cleaning
str_trim,data cleaning
mutate,data cleaning
ifelse,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
mutate,data cleaning
str_detect,exploratory
str_detect,exploratory
is.na,data cleaning
str_detect,exploratory
select,data cleaning
filter,data cleaning
%in%,data cleaning
seq,setup
mutate,data cleaning
ifelse,data cleaning
inner_join,data cleaning
group_by,data cleaning
summarize,data cleaning
sum,data cleaning
left_join,data cleaning
select,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
mean,exploratory
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
mean,exploratory
ungroup,data cleaning
rename,data cleaning
mutate,data cleaning
group_by,data cleaning
summarize,data cleaning
sum,data cleaning
as.integer,evaluation
sum,data cleaning
as.integer,evaluation
sum,data cleaning
as.integer,evaluation
sum,data cleaning
as.integer,evaluation
as.integer,evaluation
sum,data cleaning
as.integer,evaluation
sum,data cleaning
as.integer,evaluation
ungroup,data cleaning
rename,data cleaning
select,data cleaning
left_join,data cleaning
rename,data cleaning
select,data cleaning
rm,setup
ls,setup
library,setup
library,setup
library,setup
for,data cleaning
seq,setup
load,setup
paste0,setup
as.character,data cleaning
load,setup
paste0,setup
as.character,data cleaning
load,setup
paste0,setup
as.character,data cleaning
for,data cleaning
get,data cleaning
if,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate_all,data cleaning
rm,setup
for,data cleaning
get,data cleaning
mutate,data cleaning
group_by,data cleaning
summarize,data cleaning
sum,data cleaning
as.numeric,data cleaning
ungroup,data cleaning
mutate_all,data cleaning
rm,setup
for,data cleaning
get,data cleaning
group_by,data cleaning
summarize,data cleaning
sum,data cleaning
as.numeric,data cleaning
ungroup,data cleaning
mutate_all,data cleaning
rm,setup
left_join,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
left_join,data cleaning
filter,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
left_join,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
left_join,data cleaning
filter,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
left_join,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
left_join,data cleaning
filter,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
names,setup
names,setup
bind_rows,data cleaning
filter,data cleaning
%in%,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
is.na,data cleaning
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
load,setup
function,setup
which,exploratory
str_detect,exploratory
row.names,data cleaning
which,exploratory
str_detect,exploratory
row.names,data cleaning
which,exploratory
str_detect,exploratory
names,setup
if,data cleaning
if,data cleaning
row.names,data cleaning
row.names,data cleaning
names,setup
return,data cleaning
function,setup
try,data cleaning
which,exploratory
str_detect,exploratory
names,setup
which,exploratory
str_detect,exploratory
names,setup
try,data cleaning
which,exploratory
str_detect,exploratory
row.names,data cleaning
which,exploratory
str_detect,exploratory
row.names,data cleaning
summary,modeling
summary,modeling
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
unname,data cleaning
function,setup
if,data cleaning
sqrt,data cleaning
if,data cleaning
if,data cleaning
summary,modeling
if,data cleaning
message,setup
return,data cleaning
function,setup
if,data cleaning
if,data cleaning
sample,data cleaning
sample,data cleaning
sample,data cleaning
list,data cleaning
cor,modeling
mean,exploratory
function,setup
abs,data cleaning
names,setup
return,data cleaning
factor,modeling
factor,modeling
rm,setup
as.data.frame,data cleaning
table,evaluation
rm,setup
log,data cleaning
lm,modeling
summary,modeling
summary,modeling
summary,modeling
summary,modeling
summary,modeling
summary,modeling
unname,data cleaning
round,modeling
unname,data cleaning
round,modeling
unname,data cleaning
round,modeling
rep,data cleaning
rep,data cleaning
rep,data cleaning
tibble,data cleaning
round,modeling
format,exploratory
paste0,setup
paste,data cleaning
ggplot,exploratory
aes,exploratory
geom_point,exploratory
aes,exploratory
aes,exploratory
aes,exploratory
scale_color_manual,exploratory
labs,exploratory
theme_bw,exploratory
theme,exploratory
rm,setup
list,data cleaning
paste0,setup
list,data cleaning
filter,data cleaning
filter,data cleaning
lapply,data cleaning
lapply,data cleaning
lapply,data cleaning
function,setup
unlist,data cleaning
tibble,data cleaning
seq,setup
sprintf,setup
seq,setup
sprintf,setup
lm,modeling
lm,modeling
lm,modeling
lm,modeling
filter,data cleaning
lm,modeling
filter,data cleaning
lm,modeling
filter,data cleaning
filter,data cleaning
lm,modeling
filter,data cleaning
lm,modeling
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
list,data cleaning
rep,data cleaning
rep,data cleaning
paste0,setup
list,data cleaning
summary,modeling
round,modeling
summary,modeling
round,modeling
summary,modeling
round,modeling
summary,modeling
round,modeling
summary,modeling
round,modeling
summary,modeling
round,modeling
paste0,setup
paste0,setup
list,data cleaning
rep,data cleaning
rep,data cleaning
paste0,setup
list,data cleaning
summary,modeling
round,modeling
summary,modeling
round,modeling
summary,modeling
round,modeling
summary,modeling
round,modeling
summary,modeling
round,modeling
summary,modeling
round,modeling
paste0,setup
paste0,setup
list,data cleaning
summary,modeling
summary,modeling
summary,modeling
summary,modeling
summary,modeling
summary,modeling
lapply,data cleaning
lapply,data cleaning
function,setup
list,data cleaning
paste,data cleaning
rep,data cleaning
rep,data cleaning
paste0,setup
list,data cleaning
lapply,data cleaning
lapply,data cleaning
function,setup
summary,modeling
unlist,data cleaning
round,modeling
paste0,setup
paste0,setup
paste0,setup
lapply,data cleaning
lapply,data cleaning
function,setup
if,data cleaning
str_detect,exploratory
names,setup
str_detect,exploratory
row.names,data cleaning
unlist,data cleaning
unname,data cleaning
lapply,data cleaning
lapply,data cleaning
function,setup
str_detect,exploratory
names,setup
unlist,data cleaning
unname,data cleaning
lapply,data cleaning
lapply,data cleaning
function,setup
str_detect,exploratory
row.names,data cleaning
unlist,data cleaning
lapply,data cleaning
lapply,data cleaning
function,setup
summary,modeling
unlist,data cleaning
lapply,data cleaning
function,setup
ifelse,data cleaning
unlist,data cleaning
tibble,data cleaning
t,data cleaning
as_tibble,setup
mutate_all,data cleaning
round,modeling
mutate,data cleaning
select,data cleaning
round,modeling
paste0,setup
round,modeling
paste0,setup
round,modeling
paste0,setup
round,modeling
paste0,setup
rm,setup
summary,modeling
summary,modeling
tibble,data cleaning
for,data cleaning
summary,modeling
summary,modeling
summary,modeling
summary,modeling
bind_rows,data cleaning
summary,modeling
mutate,data cleaning
select,data cleaning
mutate,data cleaning
sprintf,setup
rm,setup
lm,modeling
lm,modeling
lm,modeling
lm,modeling
filter,data cleaning
lm,modeling
filter,data cleaning
lm,modeling
filter,data cleaning
filter,data cleaning
lm,modeling
filter,data cleaning
lm,modeling
filter,data cleaning
lapply,data cleaning
lapply,data cleaning
lapply,data cleaning
function,setup
unlist,data cleaning
str_detect,exploratory
names,setup
lapply,data cleaning
lapply,data cleaning
unlist,data cleaning
str_detect,exploratory
names,setup
rep,data cleaning
paste,data cleaning
rep,data cleaning
rep,data cleaning
tibble,data cleaning
rep,data cleaning
