func,classification
set,communication
library,setup
head,exploratory
head,exploratory
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
read_csv,import
head,exploratory
tail,communication
class,exploratory
str,exploratory
summary,exploratory
read_delim,data cleaning
dim,exploratory
rep,data cleaning
seq,visualization
data.frame,data cleaning
data,import
summary,exploratory
is.na,data cleaning
ifelse,data cleaning
ifelse,data cleaning
list.files,setup
for,data cleaning
print,communication
paste,data cleaning
for,data cleaning
if,setup
&&,data cleaning
print,communication
list.files,setup
length,data cleaning
while,evaluation
length,data cleaning
list.files,setup
if,setup
length,data cleaning
print,communication
print,communication
print,communication
print,communication
print,communication
function,data cleaning
for,data cleaning
nchar,data cleaning
if,setup
paste0,import
tolower,data cleaning
substr,data cleaning
paste0,import
substr,data cleaning
return,data cleaning
head,exploratory
tail,communication
class,exploratory
unique,data cleaning
head,exploratory
library,setup
select,data cleaning
head,exploratory
select,data cleaning
head,exploratory
select,data cleaning
filter,data cleaning
distinct,data cleaning
head,exploratory
select,data cleaning
filter,data cleaning
distinct,data cleaning
head,exploratory
library,setup
data,import
str,exploratory
group_by,data cleaning
summarise,data cleaning
mean,data cleaning
mean,data cleaning
group_by,data cleaning
summarise,data cleaning
mean,data cleaning
mean,data cleaning
arrange,data cleaning
is.na,data cleaning
summary,exploratory
na.omit,data cleaning
head,exploratory
select,data cleaning
filter,data cleaning
distinct,data cleaning
head,exploratory
select,data cleaning
filter,data cleaning
distinct,data cleaning
head,exploratory
group_by,data cleaning
summarise,data cleaning
n,data cleaning
arrange,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
arrange,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
arrange,data cleaning
mutate,data cleaning
ifelse,data cleaning
%in%,data cleaning
ifelse,data cleaning
%in%,data cleaning
ifelse,data cleaning
%in%,data cleaning
ifelse,data cleaning
%in%,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
arrange,data cleaning
mutate,data cleaning
ifelse,data cleaning
library,setup
install.packages,setup
library,setup
data,import
str,exploratory
head,exploratory
row.names,data cleaning
gather,data cleaning
head,exploratory
head,exploratory
spread,data cleaning
separate,data cleaning
spread,data cleaning
install.packages,setup
library,setup
str_sub,data cleaning
str_sub,data cleaning
str_replace,data cleaning
str_replace_all,data cleaning
select,data cleaning
mutate,data cleaning
ifelse,data cleaning
%in%,data cleaning
mutate,data cleaning
ifelse,data cleaning
%in%,data cleaning
ifelse,data cleaning
%in%,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
spread,data cleaning
data.frame,data cleaning
separate,data cleaning
data.frame,data cleaning
data.frame,data cleaning
rbind,data cleaning
str,exploratory
str,exploratory
inner_join,data cleaning
str,exploratory
inner_join,data cleaning
setwd,setup
read.csv,import
read.csv,import
str,exploratory
str,exploratory
inner_join,data cleaning
left_join,data cleaning
right_join,data cleaning
right_join,data cleaning
full_join,data cleaning
full_join,data cleaning
select,data cleaning
select,data cleaning
mutate,data cleaning
semi_join,data cleaning
select,data cleaning
mutate,data cleaning
semi_join,data cleaning
select,data cleaning
mutate,data cleaning
inner_join,data cleaning
mutate,data cleaning
select,data cleaning
mutate,data cleaning
inner_join,data cleaning
mutate,data cleaning
select,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
table,exploratory
data.frame,data cleaning
data.frame,data cleaning
data.frame,data cleaning
rbind,data cleaning
mutate,data cleaning
ifelse,data cleaning
%in%,data cleaning
right_join,data cleaning
select,data cleaning
arrange,data cleaning
right_join,data cleaning
data.frame,data cleaning
save,export
rm,setup
load,import
str,exploratory
write.csv,export
library,setup
write.xlsx,export
write.csv,export
save,export
rm,setup
load,import
str,exploratory
library,setup
library,setup
fromJSON,data cleaning
dim,exploratory
head,exploratory
fromJSON,data cleaning
head,exploratory
select,data cleaning
library,setup
select,data cleaning
library,setup
data,import
ggplot,visualization
geom_point,visualization
aes,visualization
factor,data cleaning
scale_color_manual,visualization
labs,visualization
ggplot,visualization
geom_point,visualization
aes,visualization
factor,data cleaning
scale_color_manual,visualization
labs,visualization
ggplot,visualization
aes,visualization
geom_point,visualization
g1,visualization
mutate,data cleaning
row.names,data cleaning
ggplot,visualization
aes,visualization
geom_point,visualization
geom_smooth,visualization
ggplot,visualization
aes,visualization
geom_point,visualization
scale_color_manual,visualization
ggplot,visualization
aes,visualization
geom_point,visualization
scale_color_manual,visualization
scale_x_continuous,visualization
scale_y_continuous,visualization
library,setup
ggplot,visualization
aes,visualization
geom_point,visualization
scale_x_continuous,visualization
seq,visualization
scale_y_continuous,visualization
function,data cleaning
paste0,import
ggplot,visualization
aes,visualization
geom_boxplot,visualization
scale_x_discrete,visualization
labs,visualization
ggplot,visualization
aes,visualization
geom_boxplot,visualization
scale_x_discrete,visualization
labs,visualization
ggplot,visualization
aes,visualization
geom_line,visualization
ggplot,visualization
aes,visualization
geom_line,visualization
ggplot,visualization
aes,visualization
geom_line,visualization
as.Date,data cleaning
as.Date,data cleaning
ggplot,visualization
aes,visualization
geom_line,visualization
library,setup
brewer.pal,visualization
group_by,data cleaning
summarise,data cleaning
mean,data cleaning
n,data cleaning
ggplot,visualization
aes,visualization
geom_tile,visualization
rev,visualization
scale_x_continuous,visualization
library,setup
group_by,data cleaning
summarise,data cleaning
mean,data cleaning
n,data cleaning
ggplot,visualization
aes,visualization
geom_tile,visualization
viridis,visualization
scale_x_continuous,visualization
ggplot,visualization
aes,visualization
geom_point,visualization
scale_color_manual,visualization
ggplot,visualization
aes,visualization
geom_point,visualization
ggplot,visualization
aes,visualization
geom_point,visualization
facet_wrap,visualization
ggplot,visualization
aes,visualization
geom_point,visualization
facet_wrap,visualization
ggplot,visualization
aes,visualization
geom_point,visualization
facet_wrap,visualization
ggplot,visualization
aes,visualization
geom_point,visualization
facet_grid,visualization
ggplot,visualization
aes,visualization
geom_point,visualization
facet_wrap,visualization
labeller,visualization
library,setup
ggplot,visualization
aes,visualization
geom_point,visualization
labs,visualization
theme,visualization
element_text,visualization
element_line,visualization
element_text,visualization
element_rect,visualization
ggplot,visualization
aes,visualization
geom_point,visualization
labs,visualization
theme_bw,visualization
labs,visualization
labs,visualization
theme_light,visualization
labs,visualization
theme_minimal,visualization
labs,visualization
theme_classic,visualization
labs,visualization
theme_dark,visualization
labs,visualization
labs,visualization
library,setup
ggplot,visualization
aes,visualization
geom_point,visualization
labs,visualization
theme_set,setup
theme,visualization
element_text,visualization
ggplot,visualization
aes,visualization
geom_point,visualization
guides,export
guide_legend,visualization
guide_legend,visualization
aes,visualization
ggplot,visualization
aes,visualization
geom_point,visualization
guides,export
guide_legend,visualization
library,setup
ggplot,visualization
aes,visualization
theme,visualization
library,setup
library,setup
filter,data cleaning
max,exploratory
ggplot,visualization
aes,visualization
geom_point,visualization
labs,visualization
filter,data cleaning
max,exploratory
ggplot,visualization
aes,visualization
geom_point,visualization
scale_x_log10,visualization
labs,visualization
filter,data cleaning
max,exploratory
ggplot,visualization
aes,visualization
geom_point,visualization
scale_x_log10,visualization
scale_color_discrete,visualization
labs,visualization
filter,data cleaning
max,exploratory
ggplot,visualization
aes,visualization
geom_point,visualization
scale_x_log10,visualization
scale_color_discrete,visualization
scale_shape_manual,visualization
labs,visualization
filter,data cleaning
max,exploratory
ggplot,visualization
aes,visualization
geom_point,visualization
function,data cleaning
round,data cleaning
scale_x_log10,visualization
labs,visualization
ggplot,visualization
aes,visualization
geom_bar,visualization
filter,data cleaning
max,exploratory
ggplot,visualization
aes,visualization
geom_bar,visualization
labs,visualization
theme,visualization
element_text,visualization
filter,data cleaning
max,exploratory
ggplot,visualization
aes,visualization
geom_col,visualization
labs,visualization
theme,visualization
element_text,visualization
filter,data cleaning
max,exploratory
ggplot,visualization
aes,visualization
reorder,visualization
geom_col,visualization
labs,visualization
theme,visualization
element_text,visualization
filter,data cleaning
%in%,data cleaning
mutate,data cleaning
factor,data cleaning
group_by,data cleaning
summarise,data cleaning
mean,data cleaning
ggplot,visualization
aes,visualization
geom_col,visualization
filter,data cleaning
%in%,data cleaning
mutate,data cleaning
factor,data cleaning
group_by,data cleaning
summarise,data cleaning
mean,data cleaning
ggplot,visualization
aes,visualization
reorder,visualization
geom_col,visualization
filter,data cleaning
%in%,data cleaning
mutate,data cleaning
factor,data cleaning
group_by,data cleaning
summarise,data cleaning
mean,data cleaning
ggplot,visualization
aes,visualization
geom_col,visualization
labs,visualization
filter,data cleaning
%in%,data cleaning
mutate,data cleaning
factor,data cleaning
group_by,data cleaning
summarise,data cleaning
mean,data cleaning
ggplot,visualization
aes,visualization
geom_col,visualization
coord_flip,visualization
labs,visualization
group_by,data cleaning
summarise,data cleaning
mean,data cleaning
ggplot,visualization
aes,visualization
geom_line,visualization
labs,visualization
group_by,data cleaning
summarise,data cleaning
mean,data cleaning
ggplot,visualization
aes,visualization
geom_line,visualization
geom_point,visualization
aes,visualization
labs,visualization
filter,data cleaning
ggplot,visualization
aes,visualization
geom_histogram,visualization
labs,visualization
filter,data cleaning
ggplot,visualization
aes,visualization
labs,visualization
filter,data cleaning
ggplot,visualization
aes,visualization
geom_histogram,visualization
aes,visualization
sum,exploratory
labs,visualization
scale_y_continuous,visualization
ggplot,visualization
aes,visualization
factor,data cleaning
geom_boxplot,visualization
labs,visualization
ggplot,visualization
aes,visualization
factor,data cleaning
geom_violin,visualization
labs,visualization
ggplot,visualization
aes,visualization
factor,data cleaning
geom_point,visualization
labs,visualization
ggplot,visualization
aes,visualization
factor,data cleaning
geom_jitter,visualization
labs,visualization
filter,data cleaning
min,exploratory
ggplot,visualization
aes,visualization
factor,data cleaning
geom_boxplot,visualization
annotate,visualization
labs,visualization
ggplot,visualization
aes,visualization
factor,data cleaning
geom_boxplot,visualization
annotate,visualization
annotate,visualization
labs,visualization
filter,data cleaning
ggplot,visualization
aes,visualization
reorder,visualization
geom_point,visualization
labs,visualization
theme,visualization
element_line,visualization
filter,data cleaning
%in%,data cleaning
ggplot,visualization
aes,visualization
reorder,visualization
geom_point,visualization
aes,visualization
factor,data cleaning
labs,visualization
theme,visualization
element_line,visualization
filter,data cleaning
%in%,data cleaning
unique,data cleaning
ggplot,visualization
aes,visualization
reorder,visualization
geom_point,visualization
aes,visualization
factor,data cleaning
labs,visualization
theme,visualization
element_line,visualization
filter,data cleaning
%in%,data cleaning
ggplot,visualization
aes,visualization
reorder,visualization
geom_line,visualization
aes,visualization
geom_point,visualization
aes,visualization
factor,data cleaning
labs,visualization
theme,visualization
element_line,visualization
filter,data cleaning
ggplot,visualization
aes,visualization
reorder,visualization
geom_segment,visualization
aes,visualization
geom_point,visualization
geom_text,visualization
aes,visualization
round,data cleaning
labs,visualization
theme,visualization
element_line,visualization
filter,data cleaning
ggplot,visualization
aes,visualization
reorder,visualization
geom_point,visualization
geom_text,visualization
aes,visualization
round,data cleaning
labs,visualization
theme,visualization
element_line,visualization
filter,data cleaning
ggplot,visualization
aes,visualization
reorder,visualization
geom_point,visualization
geom_label,communication
aes,visualization
round,data cleaning
labs,visualization
theme,visualization
element_line,visualization
function,data cleaning
data.frame,data cleaning
seq,visualization
ggplot,visualization
aes,visualization
stat_function,visualization
list,data cleaning
stat_function,visualization
list,data cleaning
function,data cleaning
exp,evaluation
data.frame,data cleaning
ggplot,visualization
aes,visualization
stat_function,visualization
stat_function,visualization
stat_function,visualization
stat_function,visualization
function,data cleaning
log,visualization
data.frame,data cleaning
ggplot,visualization
aes,visualization
stat_function,visualization
list,data cleaning
aes,visualization
stat_function,visualization
list,data cleaning
aes,visualization
stat_function,visualization
list,data cleaning
aes,visualization
library,setup
read_delim,data cleaning
head,exploratory
filter,data cleaning
rm,setup
read_delim,data cleaning
left_join,data cleaning
mutate,data cleaning
cut,data cleaning
ggplot,visualization
aes,visualization
geom_polygon,setup
aes,visualization
scale_fill_brewer,visualization
levels,data cleaning
labs,visualization
theme,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
library,setup
library,setup
library,setup
library,setup
library,setup
data,import
ggplot,visualization
aes,visualization
geom_point,visualization
geom_text,visualization
aes,visualization
row.names,data cleaning
ggplot,visualization
aes,visualization
geom_point,visualization
geom_text_repel,visualization
aes,visualization
row.names,data cleaning
library,setup
devtools,setup
install_github,setup
library,setup
ggplot,visualization
aes,visualization
geom_point,visualization
scale_x_log10,visualization
library,setup
library,setup
filter,data cleaning
select,data cleaning
ggplot,visualization
aes,visualization
geom_point,visualization
labs,visualization
geom_text_repel,visualization
aes,visualization
rownames,data cleaning
theme,visualization
element_line,visualization
library,setup
head,exploratory
filter,data cleaning
ggplot,visualization
aes,visualization
labs,visualization
geom_point,visualization
theme,visualization
element_text,visualization
select,data cleaning
ggplot,visualization
aes,visualization
geom_histogram,visualization
library,setup
library,setup
filter,data cleaning
is.na,data cleaning
is.na,data cleaning
filter,data cleaning
library,setup
library,setup
ggplot,visualization
aes,visualization
geom_point,visualization
ggplotly,visualization
rnorm,data cleaning
ts,exploratory
plot,visualization
library,setup
data.frame,data cleaning
rnorm,data cleaning
as.Date,data cleaning
head,exploratory
library,setup
cbind,data cleaning
dygraph,visualization
dySeries,visualization
dySeries,visualization
dyRangeSelector,visualization
cbind,data cleaning
dygraph,visualization
dySeries,visualization
dySeries,visualization
dyRangeSelector,visualization
install.packages,setup
library,setup
library,setup
library,setup
library,setup
filter,data cleaning
ggplot,visualization
aes,visualization
geom_point,visualization
ggplotly,visualization
head,exploratory
library,setup
select,data cleaning
dygraph,visualization
dySeries,visualization
dySeries,visualization
dyRangeSelector,visualization
ts,exploratory
plot,visualization
lm,modeling
class,exploratory
class,exploratory
as.formula,modeling
data,import
lm,modeling
lm,modeling
lm,modeling
lm,modeling
lm,modeling
lm,modeling
lm,modeling
log,visualization
log,visualization
lm,modeling
lm,modeling
I,visualization
library,setup
mutate,data cleaning
sample,data cleaning
nrow,data cleaning
lm,modeling
lm,modeling
lm,modeling
log,visualization
log,visualization
lm,modeling
lm,modeling
lm,modeling
summary,exploratory
lm,modeling
lm,modeling
ls,setup
coefficients,modeling
residuals,evaluation
set.seed,setup
sample,data cleaning
nrow,data cleaning
ncol,data cleaning
lm,modeling
lm,modeling
predict,modeling
predict,modeling
library,setup
library,setup
data,import
head,exploratory
filter,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
glm,modeling
binomial,modeling
summary,exploratory
predict,modeling
ifelse,data cleaning
factor,data cleaning
glm,modeling
binomial,modeling
summary,exploratory
predict,modeling
ifelse,data cleaning
factor,data cleaning
library,setup
data,import
filter,data cleaning
filter,data cleaning
lm,modeling
predict,modeling
library,setup
library,setup
library,setup
sample,data cleaning
nrow,data cleaning
nrow,data cleaning
lm,modeling
predict,modeling
library,setup
library,setup
data,import
head,exploratory
summary,exploratory
mutate,data cleaning
factor,data cleaning
levels,data cleaning
mutate,data cleaning
str_extract,data cleaning
tolower,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
arrange,data cleaning
mutate,data cleaning
ifelse,data cleaning
%in%,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
median,data cleaning
summary,exploratory
head,exploratory
unique,data cleaning
mutate,data cleaning
ifelse,data cleaning
%in%,data cleaning
ifelse,data cleaning
%in%,data cleaning
ifelse,data cleaning
%in%,data cleaning
library,setup
theme_set,setup
ggplot,visualization
aes,visualization
geom_histogram,visualization
ggplot,visualization
aes,visualization
geom_histogram,visualization
facet_wrap,visualization
ggplot,visualization
aes,visualization
geom_bar,visualization
labs,visualization
group_by,data cleaning
summarise,data cleaning
n,data cleaning
group_by,data cleaning
mutate,data cleaning
sum,exploratory
ggplot,visualization
aes,visualization
geom_col,visualization
labs,visualization
library,setup
library,setup
library,setup
library,setup
setwd,setup
function,data cleaning
function,data cleaning
sapply,data cleaning
as.data.frame,data cleaning
t,data cleaning
function,data cleaning
print,communication
paste,data cleaning
paste0,import
GET,export
as.data.frame,data cleaning
t,data cleaning
cbind,data cleaning
if,setup
ncol,data cleaning
merge,data cleaning
merge,data cleaning
rbind,data cleaning
select,data cleaning
select,data cleaning
filter,data cleaning
%in%,data cleaning
mutate,data cleaning
paste0,import
mutate,data cleaning
paste0,import
select,data cleaning
inner_join,data cleaning
mutate,data cleaning
ifelse,data cleaning
grepl,data cleaning
mutate,data cleaning
ifelse,data cleaning
grepl,data cleaning
mutate,data cleaning
ifelse,data cleaning
grepl,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
set.seed,setup
setwd,setup
mutate,data cleaning
as.Date,data cleaning
ifelse,data cleaning
as.Date,data cleaning
group_by,data cleaning
distinct,data cleaning
arrange,data cleaning
mutate,data cleaning
length,data cleaning
unique,data cleaning
ifelse,data cleaning
str_detect,data cleaning
ifelse,data cleaning
last,data cleaning
str_detect,data cleaning
ifelse,data cleaning
is.na,data cleaning
ifelse,data cleaning
last,data cleaning
ungroup,data cleaning
filter,data cleaning
mutate,data cleaning
select,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
%in%,data cleaning
ifelse,data cleaning
select,data cleaning
distinct,data cleaning
dcast.data.table,data cleaning
names,data cleaning
names,data cleaning
paste0,import
length,data cleaning
as.data.frame,data cleaning
str,exploratory
select,data cleaning
distinct,data cleaning
dcast.data.table,data cleaning
names,data cleaning
names,data cleaning
paste0,import
length,data cleaning
as.data.frame,data cleaning
detach,setup
select,data cleaning
group_by,data cleaning
mutate,data cleaning
length,data cleaning
length,data cleaning
unique,data cleaning
select,data cleaning
group_by,data cleaning
left_join,data cleaning
left_join,data cleaning
distinct,data cleaning
arrange,data cleaning
ungroup,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
ifelse,data cleaning
mutate,data cleaning
as.factor,data cleaning
filter,data cleaning
select,data cleaning
lapply,data cleaning
trainControl,modeling
train,modeling
function,data cleaning
roc,modeling
predict,modeling
auc,modeling
filter,data cleaning
select,data cleaning
dim,exploratory
predict,modeling
cbind,data cleaning
View,exploratory
function,data cleaning
as.Date,data cleaning
filter,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
grepl,data cleaning
ifelse,data cleaning
grepl,data cleaning
ifelse,data cleaning
grepl,data cleaning
ifelse,data cleaning
grepl,data cleaning
ifelse,data cleaning
max,exploratory
max,exploratory
sum,exploratory
ungroup,data cleaning
filter,data cleaning
select,data cleaning
filter,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
grepl,data cleaning
filter,data cleaning
select,data cleaning
left_join,data cleaning
list,data cleaning
group_by,data cleaning
mutate,data cleaning
max,exploratory
mutate,data cleaning
as.numeric,data cleaning
as.Date,data cleaning
group_by,data cleaning
mutate,data cleaning
n,data cleaning
ungroup,data cleaning
expand.grid,data cleaning
unique,data cleaning
paste0,import
ungroup,data cleaning
select,data cleaning
anti_join,modeling
mutate,data cleaning
paste0,import
count,exploratory
right_join,data cleaning
spread,data cleaning
left_join,data cleaning
predict,modeling
data.frame,data cleaning
expand.grid,data cleaning
unique,data cleaning
paste0,import
ungroup,data cleaning
select,data cleaning
distinct,data cleaning
anti_join,modeling
mutate,data cleaning
paste0,import
count,exploratory
select,data cleaning
right_join,data cleaning
spread,data cleaning
left_join,data cleaning
select,data cleaning
expand.grid,data cleaning
unique,data cleaning
paste0,import
mutate,data cleaning
paste0,import
count,exploratory
right_join,data cleaning
spread,data cleaning
left_join,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
left_join,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
left_join,data cleaning
list,data cleaning
group_by,data cleaning
mutate,data cleaning
max,exploratory
filter,data cleaning
max,exploratory
mutate,data cleaning
n,data cleaning
filter,data cleaning
select,data cleaning
ncol,data cleaning
ungroup,data cleaning
distinct,data cleaning
mutate,data cleaning
select,data cleaning
everything,data cleaning
data.frame,data cleaning
select,data cleaning
data.frame,data cleaning
select,data cleaning
data.frame,data cleaning
replace,data cleaning
is.na,data cleaning
return,data cleaning
list,data cleaning
library,setup
library,setup
library,setup
library,setup
function,data cleaning
function,data cleaning
sapply,data cleaning
as.data.frame,data cleaning
t,data cleaning
function,data cleaning
print,communication
paste,data cleaning
paste0,import
GET,export
as.data.frame,data cleaning
t,data cleaning
cbind,data cleaning
if,setup
ncol,data cleaning
merge,data cleaning
merge,data cleaning
rbind,data cleaning
select,data cleaning
select,data cleaning
filter,data cleaning
%in%,data cleaning
mutate,data cleaning
paste0,import
for,data cleaning
strsplit,data cleaning
strsplit,data cleaning
strsplit,data cleaning
try,setup
print,communication
if,setup
is.null,data cleaning
rbind,data cleaning
mutate,data cleaning
paste0,import
select,data cleaning
inner_join,data cleaning
mutate,data cleaning
ifelse,data cleaning
grepl,data cleaning
mutate,data cleaning
ifelse,data cleaning
grepl,data cleaning
mutate,data cleaning
ifelse,data cleaning
grepl,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
function,data cleaning
ifelse,data cleaning
nchar,data cleaning
paste0,import
substr,data cleaning
tolower,data cleaning
substr,data cleaning
nchar,data cleaning
tolower,data cleaning
function,data cleaning
str_split,data cleaning
lapply,data cleaning
lapply,data cleaning
unlist,data cleaning
str_trim,data cleaning
read.csv,import
select,data cleaning
select,data cleaning
mutate,data cleaning
str_replace,data cleaning
str_split,data cleaning
mutate,data cleaning
str_replace,data cleaning
distinct,data cleaning
select,data cleaning
mutate,data cleaning
select,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
%in%,data cleaning
ifelse,data cleaning
select,data cleaning
distinct,data cleaning
select,data cleaning
distinct,data cleaning
left_join,data cleaning
mutate,data cleaning
paste0,import
tolower,data cleaning
select,data cleaning
rename,data cleaning
mutate,data cleaning
head,exploratory
head,exploratory
head,exploratory
unique,data cleaning
vector,setup
length,data cleaning
vector,setup
length,data cleaning
for,data cleaning
print,communication
filter,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
arrange,data cleaning
select,data cleaning
everything,data cleaning
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
source,setup
as.Date,data cleaning
as.Date,data cleaning
as.Date,data cleaning
read.table,import
colnames,data cleaning
filter,data cleaning
as.Date,data cleaning
select,data cleaning
mutate,data cleaning
tolower,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
anti_join,modeling
mutate,data cleaning
nchar,data cleaning
filter,data cleaning
str_detect,data cleaning
mutate,data cleaning
rank,exploratory
filter,data cleaning
select,data cleaning
filter,data cleaning
as.Date,data cleaning
select,data cleaning
mutate,data cleaning
tolower,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
anti_join,modeling
mutate,data cleaning
nchar,data cleaning
filter,data cleaning
str_detect,data cleaning
mutate,data cleaning
rank,exploratory
filter,data cleaning
select,data cleaning
filter,data cleaning
as.Date,data cleaning
select,data cleaning
mutate,data cleaning
tolower,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
anti_join,modeling
mutate,data cleaning
nchar,data cleaning
filter,data cleaning
%in%,data cleaning
str_detect,data cleaning
mutate,data cleaning
rank,exploratory
filter,data cleaning
select,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
grepl,data cleaning
max,exploratory
ungroup,data cleaning
seq,visualization
lapply,data cleaning
for,data cleaning
length,data cleaning
rbind,data cleaning
for,data cleaning
length,data cleaning
rbind,data cleaning
rm,setup
gc,setup
rename,data cleaning
rename,data cleaning
rm,setup
gc,setup
save,export
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
source,setup
as.Date,data cleaning
as.Date,data cleaning
as.Date,data cleaning
read.table,import
colnames,data cleaning
filter,data cleaning
as.Date,data cleaning
select,data cleaning
mutate,data cleaning
tolower,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
anti_join,modeling
mutate,data cleaning
nchar,data cleaning
filter,data cleaning
str_detect,data cleaning
mutate,data cleaning
rank,exploratory
filter,data cleaning
select,data cleaning
filter,data cleaning
as.Date,data cleaning
select,data cleaning
mutate,data cleaning
tolower,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
anti_join,modeling
mutate,data cleaning
nchar,data cleaning
filter,data cleaning
str_detect,data cleaning
mutate,data cleaning
rank,exploratory
filter,data cleaning
select,data cleaning
filter,data cleaning
as.Date,data cleaning
select,data cleaning
mutate,data cleaning
tolower,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
anti_join,modeling
mutate,data cleaning
nchar,data cleaning
filter,data cleaning
%in%,data cleaning
str_detect,data cleaning
mutate,data cleaning
rank,exploratory
filter,data cleaning
select,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
grepl,data cleaning
max,exploratory
ungroup,data cleaning
seq,visualization
lapply,data cleaning
colnames,data cleaning
for,data cleaning
length,data cleaning
intersect,data cleaning
colnames,data cleaning
for,data cleaning
length,data cleaning
rbind,data cleaning
for,data cleaning
length,data cleaning
rbind,data cleaning
rm,setup
gc,setup
seq,visualization
lapply,data cleaning
colnames,data cleaning
for,data cleaning
length,data cleaning
intersect,data cleaning
colnames,data cleaning
for,data cleaning
length,data cleaning
rbind,data cleaning
for,data cleaning
length,data cleaning
rbind,data cleaning
rm,setup
gc,setup
set.seed,setup
group_by,data cleaning
summarise,data cleaning
max,exploratory
group_by,data cleaning
mutate,data cleaning
sample,data cleaning
n,data cleaning
ungroup,data cleaning
select,data cleaning
left_join,data cleaning
rename,data cleaning
rename,data cleaning
intersect,data cleaning
colnames,data cleaning
colnames,data cleaning
save,export
rm,setup
ls,setup
options,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
source,setup
as.Date,data cleaning
as.Date,data cleaning
as.Date,data cleaning
mutate,data cleaning
n,data cleaning
read.table,import
colnames,data cleaning
filter,data cleaning
as.Date,data cleaning
group_by,data cleaning
summarise,data cleaning
paste0,import
arrange,data cleaning
pull,evaluation
str_replace_all,data cleaning
as.character,data cleaning
new,data cleaning
filter,data cleaning
as.Date,data cleaning
select,data cleaning
mutate,data cleaning
tolower,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
anti_join,modeling
mutate,data cleaning
nchar,data cleaning
filter,data cleaning
str_detect,data cleaning
mutate,data cleaning
rank,exploratory
filter,data cleaning
select,data cleaning
filter,data cleaning
as.Date,data cleaning
pull,evaluation
str_split,data cleaning
sort,data cleaning
unique,data cleaning
unlist,data cleaning
unique,data cleaning
filter,data cleaning
as.Date,data cleaning
pull,evaluation
str_extract,data cleaning
sort,data cleaning
function,data cleaning
as.Date,data cleaning
filter,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
grepl,data cleaning
ifelse,data cleaning
grepl,data cleaning
ifelse,data cleaning
str_detect,data cleaning
ifelse,data cleaning
grepl,data cleaning
ifelse,data cleaning
max,exploratory
max,exploratory
sum,exploratory
ungroup,data cleaning
filter,data cleaning
select,data cleaning
filter,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
grepl,data cleaning
filter,data cleaning
select,data cleaning
left_join,data cleaning
list,data cleaning
group_by,data cleaning
mutate,data cleaning
max,exploratory
mutate,data cleaning
as.numeric,data cleaning
